-ford,浅瀬,アサセ
clinker,失敗作,シッパイサク
clinometer,傾斜計,ケイシャケイ
clipboard,クリップボード,クリップボード
clipper,はさみ,ハサミ
clipper,バリカン,バリカン
clipper,快速大型帆船,カイソクオオガタハンセン
clipper,大型旅客機,オオガタリョカクキ
clippie,女車掌,ジョシャショウ
clipsheet,片面印刷紙,カタメンインサツシ
clique,徒党,トトウ
clique,閥,バツ
clitoris,クリトリス,クリトリス
cloakroom,外とう,ガイトウ
cloakroom,携帯品預り所,ケイタイヒンアズカリショ
cloakroom,手荷物一時預り所,テニモツイチジアズカリショ
cloakroom,議員控え室,ギインヒカエシツ
cloakroom,便所,ベンジョ
clobber,所持品,ショジヒン
clobber,衣服,イフク
clockwork,時計仕掛け,トケイシカケ
clockwork,ぜんまい仕掛け,ゼンマイシカケ
clod,ぼんくら,ボンクラ
clodhopper,どた靴,ドタグツ
cloisonne,七宝細工,シッポウザイク
cloisonne,七宝焼,シッポウヤキ
clone,クロン,クロン
clone,栄養系,エイヨウケイ
clone,分技系,ブンワザケイ
closedown,閉鎖,ヘイサ
closedown,操業中止,ソウギョウチュウシ
closedown,放送終了,ホウソウシュウリョウ
closely,近く,チカク
closely,仲よく,ナカヨク
closeness,接近,セッキン
closeness,近似,キンジ
closeness,厳密,イムヒソカ
closeness,精密,セイミツ
closeout,蔵払い,クラバライ
closeout,投げ売り,ナゲウリ
closing,閉鎖,ヘイサ
closing,終了,シュウリョウ
closing,締め切り,シメキリ
closing,決算,ケッサン
cloth,布,ヌノ
cloth,生地,キジ
cloth,織物,オリモノ
cloth,布地,ヌノジ
cloth,テーブル掛け,テーブルカケ
cloth,ふきん,フキン
cloth,ぞうきん,ゾウキン
cloth,布表紙,ヌノヒョウシ
cloth,クロース,クロース
cloth,ラシャ,ラシャ
cloth,聖職,セイショク
clothes,衣服,イフク
clothes,着物,キモノ
clothes,寝具,シング
clothes,夜具,ヤグ
clothesbasket,洗濯物入れ,センタクモノイレ
clotheshorse,衣桁,イコウ
clothesline,物干し綱,モノホシツナ
clothier,服地屋,フクジヤ
clothier,毛織物商,ケオリモノショウ
clothier,服屋,フクヤ
clothier,紳士服仕立て屋,シンシフクシタテヤ
clothing,衣類,イルイ
clothing,衣料品,イリョウヒン
cloture,討論終結,トウロンシュウケツ
cloudburst,穀雨,コクウ
cloudburst,どしゃ降り,ドシャブリ
cloudiness,曇天,ドンテン
cloudiness,雲量,ウンリョウ
cloudiness,もうろう,モウロウ
cloudlet,小さな雲,チイサナクモ
clove,小球根,ショウキュウコン
clove,小鱗茎,ショウリンケイ
clover,クローバー,クローバー
clover,ツメクサ,ツメクサ
clown,道化,ドウケ
clown,道化役,ドウケヤク
clown,おどけ者,オドケシャ
clubfoot,内反足,ウチハンアシ
clubfoot,えび足,エビアシ
clubhouse,クラブ会館,クラブカイカン
cluck,コッコッ,コッコッ
clung,過去分詞,カコブンシ
cluster,ふさ,フサ
cluster,集団,シュウダン
cluster,群れ,ムレ
coachbuilder,車両工,シャリョウコウ
coachman,御者,ギョシャ
coadjutor,補佐司教,ホサシキョウ
coadjutor,補助司教,ホジョシキョウ
coadjutor,助手,ジョシュ
coadjutor,補佐役,ホサヤク
coagulant,凝固剤,ギョウコザイ
coagulation,凝固,ギョウコ
coagulation,凝結,ギョウケツ
coal,石炭,セキタン
coal,石炭,セキタン
coal,燃えさし,モエサシ
coal,〈船,〈フネ
coalbunker,小貯炭所,ショウチョタンショ
coaler,石炭船,セキタンセン
coaler,石炭輸送車,セキタンユソウシャ
coaler,石炭商,セキタンショウ
coalescence,合同,ゴウドウ
coalescence,合体,ガッタイ
coalescence,合併,ガッペイ
coalfield,炭田,タンデン
coalfield,石炭埋蔵地帯,セキタンマイゾウチタイ
coalition,連立,レンリツ
coalition,提携,テイケイ
coalition,一体化,イッタイカ
coalition,合体,ガッタイ
coalition,融合,ユウゴウ
coastguard,沿岸警備隊,エンガンケイビタイ
coastguard,沿岸警備隊員,エンガンケイビタイイン
coastline,海岸線,カイガンセン
coat,コート,コート
coat,オーバー,オーバー
coat,外とう,ガイトウ
coat,上着,ウワギ
coat,長上着,チョウジョウギ
coat,毛,モウ
coat,毛皮,ケガワ
coat,外被,ソトヒ
coat,皮,カワ
coat,塗り,ヌリ
coat,めっき,メッキ
coati,ハナグマ,ハナグマ
coating,上塗り,ウワヌリ
coating,塗装,トソウ
coating,皮,カワ
coattail,後ろすそ,ウシロスソ
cobalt,コバルト,コバルト
cobbler,鞍直し職人,クラナオシショクニン
cobbler,コブラー,コブラー
cobblestone,丸石,マルイシ
cobblestone,玉石,ギョクセキ
COBOL,コボル,コボル
cobra,コブラ,コブラ
coca,コカ,コカ
Coca-Cola,コカコーラ,コカコーラ
cocaine,コカイン,コカイン
cocain,コカイン,コカイン
cocainism,コカイン中毒,コカインチュウドク
coccus,球菌,キュウキン
coccyx,尾骨,ビコツ
cochineal,コチニール,コチニール
cochlea,蝸牛殻,カギュウカラ
cock-a-doodle-doo,コケコッコー,コケコッコー
cock-up,混乱,コンラン
cock-up,肩つき文字,カタツキモジ
cock-up,上つき活字,ウエツキカツジ
cockade,花形帽章,ハナガタボウショウ
cockatoo,ボタンインコ,ボタンインコ
cockatrice,コカトリス,コカトリス
cockcrow,夜明け,ヨアケ
cockeye,斜視,シャシ
cockfight,闘鶏,トウケイ
cockiness,生意気,ナマイキ
cockle,トリガイ,トリガイ
cockle,しわ,シワ
cockle,軽舟,ケイフネ
cockle,小舟,コブネ
cockney,ロンドン子,ロンドンコ
cockney,ロンドン英語,ロンドンエイゴ
cockney,ロンドンなまり,ロンドンナマリ
cockpit,操縦室,ソウジュウシツ
cockpit,運転席,ウンテンセキ
cockpit,闘鶏場,トウケイジョウ
cockpit,戦場,センジョウ
cockpit,試合場,シアイジョウ
cockroach,ゴキブリ,ゴキブリ
cockscomb,とさか,トサカ
cockscomb,ケイトウ,ケイトウ
cocktail,カクテル,カクテル
cocktail,前菜料理,ゼンサイリョウリ
cocoon,まゆ,マユ
coda,コーダ,コーダ
codeine,コデイン,コデイン
codex,写本,シャホン
codfish,タラ,タラ
codicil,補足,ホソク
codification,法典化,ホウテンカ
codification,法典編さん,ホウテンヘンサン
codification,集大成,シュウタイセイ
codling,料理用りんご,リョウリヨウリンゴ
codpiece,15,15
coefficient,係数,ケイスウ
coefficient,係数,ケイスウ
coefficient,率,リツ
coelacanth,シーラカンス,シーラカンス
coelenterate,腔腸動物,コウチョウドウブツ
coercion,威圧,イアツ
coercion,強制,キョウセイ
coercion,強要,キョウヨウ
coercion,圧制,アッセイ
coercion,弾圧政治,ダンアツセイジ
coexistence,共存,キョウゾン
coexistence,併立,併立
cofeature,併映作品,ヘイエイサクヒン
coffeecake,コーヒーケーキ,コーヒーケーキ
coffeehouse,コーヒー店,コーヒーテン
coffeehouse,喫茶店,キッサテン
coffer,国庫,コッコ
coffer,財源,ザイゲン
coffer,資金,シキン
coffin,棺,カン
coffin,ひつぎ,ヒツギ
cogency,説得力,セットクリョク
cogitation,熟考,ジュッコウ
cogitation,熟慮,ジュクリョ
cogitation,思想力,シソウリョク
cogitation,考案,コウアン
cogitation,着想,チャクソウ
cognac,コニャック,コニャック
cognate,同族語,ドウゾクゴ
cognate,同族言語,ドウゾクゲンゴ
cognate,親族,シンゾク
cognition,認識,ニンシキ
cognizance,認識,ニンシキ
cognizance,知識,チシキ
cognizance,知覚,チカク
cognizance,理解能力,リカイノウリョク
cognomen,名字,ミョウジ
cognomen,姓,セイ
cognomen,家名,カメイ
cognomen,名称,メイショウ
cognomen,あだ名,アダナ
cognoscenti,通,ツウ
cogwheel,歯車,ハグルマ
cohabitation,同棲,ドウセイ
coheir,共同法定相続人,キョウドウホウテイソウゾクジン
coherence,密着,ミッチャク
coherence,結合,ケツゴウ
coherence,首尾一貫性,シュビイッカンセイ
cohesion,粘着,ネンチャク
cohesion,結合,ケツゴウ
cohesion,団結,ダンケツ
cohesion,凝集力,ギョウシュウリョク
coiffure,髪型,カミガタ
coinage,貨幣制度,カヘイセイド
coinage,貨幣,カヘイ
coinage,通貨,ツウカ
coinage,新造語,シンゾウゴ
coincide,〈人,〈ヒト
coincide,性格,セイカク
coincidence,同時発生,ドウジハッセイ
coincidence,符合,フゴウ
coincidental,同時に,ドウジニ
coiner,貨幣鋳造者,カヘイチュウゾウシャ
coitus,性交,セイコウ
col,鞍部,アンブ
col,山あい,ヤマアイ
colander,水切り,ミズキリ
cold,時にかぜ,トキニカゼ
cold,感冒,カンボウ
coldness,冷淡,レイタン
coleslaw,コールスロー,コールスロー
coleus,サヤバナ,サヤバナ
colic,腹痛,ハライタ
colitis,結腸炎,ケッチョウエン
collaboration,共同,キョウドウ
collaboration,協力,キョウリョク
collaboration,共作,トモサク
collaboration,合作,ガッサク
collaboration,共著,キョウチョ
collaborator,協力者,キョウリョクシャ
collaborator,合作者,ガッサクシャ
collaborator,共同研究者,キョウドウケンキュウシャ
collaborator,内通者,ナイツウシャ
collage,コラージュ,コラージュ
collar,えり,エリ
collar,カラー,カラー
collar,首飾り,クビカザリ
collar,頚章,ケイアキラ
collar,首章,クビアキラ
collar,首輪,クビワ
collarbone,鎖骨,サコツ
collard,コラード,コラード
collateral,担保,タンポ
collateral,低当,テイトウ
collateral,見返り物資,ミカエリブッシ
collation,照合,ショウゴウ
collation,軽食,ケイショク
colleague,同僚,ドウリョウ
colleague,仲間,ナカマ
colleague,同業者,ドウギョウシャ
collection,収集,シュウシュウ
collection,採集,サイシュウ
collection,徴集,チョウシュウ
collection,集金,シュウキン
collection,収集物,シュウシュウブツ
collection,収蔵物,シュウゾウブツ
collection,コレクション,コレクション
collection,募金,ボキン
collection,寄付金,キフキン
collection,献金,ケンキン
collection,堆積,タイセキ
collection,集積,シュウセキ
collectivism,集産主義,アツマリサンシュギ
collector,収集家,シュウシュウカ
collector,採集者,サイシュウシャ
collector,集金人,シュウキンジン
collector,取り立て人,トリタテジン
collector,徴税官,チョウゼイカン
colleen,娘,ムスメ
colleen,少女,ショウジョ
colleen,アイルランド娘,アイルランドムスメ
college,大学,ダイガク
college,カレッジ,カレッジ
college,単科大学,タンカダイガク
college,教養課程大学　学部,キョウヨウカテイダイガク　ガクブ
college,学寮,ガクリョウ
college,パブリックスクール,パブリックスクール
college,専門学校,センモンガッコウ
college,団体,ダンタイ
college,協会,キョウカイ
college,学会,ガッカイ
collegian,大学生,ダイガクセイ
collegium,支配者集団,シハイシャシュウダン
collegium,旧ソ連人民委員会,キュウソレンジンミンイインカイ
collide,〈意志,〈イシ
collide,利害,リガイ
collier,炭坑夫,スミコウフ
collier,石炭運送船,セキタンウンソウセン
colliery,炭坑,タンコウ
collins,コリンズ,コリンズ
collision,衝突,ショウトツ
collision,衝突,ショウトツ
collision,不調和,フチョウワ
collocation,配置,ハイチ
collocation,配列,ハイレツ
collocation,連語法,レンゴホウ
collocation,連語,レンゴ
collodion,コロジオン,コロジオン
colloid,コロイド,コロイド
colloid,膠質,コウシツ
colloquialism,口語体,コウゴタイ
colloquialism,会話体,カイワタイ
colloquialism,口語語法,コウゴゴホウ
colloquy,対話,タイワ
colloquy,会議,カイギ
collusion,共謀,キョウボウ
collusion,なれあい,ナレアイ
cologne,オーデコロン,オーデコロン
Cologne,ケルン,ケルン
Colombia,コロンビア,コロンビア
Colombo,コロンボ,コロンボ
colon,コロン,コロン
colon,結腸,ケッチョウ
colonel,陸軍大佐,リクグンタイサ
colonel,陸軍大佐,リクグンタイサ
colonial,植民地住民,ショクミンチジュウミン
colonialism,植民地政策,ショクミンチセイサク
colonialism,植民地主義,ショクミンチシュギ
colonialist,植民地政策支持者,ショクミンチセイサクシジシャ
colonialist,植民地主義者,ショクミンチシュギシャ
colonist,植民者,ショクミンシャ
colonist,入仲者,ニュウナカシャ
colonization,植民,ショクミン
colonization,植民地開拓,ショクミンチカイタク
colonizer,植民地開拓者,ショクミンチカイタクシャ
colonizer,植民者,ショクミンシャ
coloniser,植民地開拓者,ショクミンチカイタクシャ
coloniser,植民者,ショクミンシャ
colonnade,柱廊,チュウロウ
colonnade,列柱,レツバシラ
colony,植民地,ショクミンチ
colony,植民団,ショクミンダン
colony,居留民,キョリュウミン
colony,集団居留地,シュウダンキョリュウチ
colony,集団,シュウダン
colony,部落,ブラク
colony,集団,シュウダン
colony,群体,グンタイ
colony,群落,グンラク
colophon,奥付,オクヅケ
Colorado,コロラド州,コロラドシュウ
Colorado,コロラド川,コロラドガワ
colorant,顔料,ガンリョウ
colorant,染料,センリョウ
